Date,Open,High,Low,Close,Volume,Adj Close
2015-09-08,847.359985,866.51001,847.359985,866.030029,3548650000,866.030029
2015-09-04,857.080017,857.080017,840.039978,844.77002,3167090000,844.77002
2015-09-03,859.48999,869.580017,855.51001,858.369995,3520700000,858.369995
2015-09-02,842.409973,858.73999,842.409973,858.700012,3742620000,858.700012
2015-09-01,867.549988,867.549988,837.059998,841.77002,4371850000,841.77002
2015-08-31,874.98999,874.98999,864.900024,868.219971,3915100000,868.219971
2015-08-28,874.719971,877.590027,869.369995,875.580017,3949080000,875.580017
2015-08-27,855.26001,875.640015,855.26001,875.380005,5006390000,875.380005
2015-08-26,822.070007,855.97998,822.070007,854.690002,5348250000,854.690002
2015-08-25,832.859985,857.23999,819.22998,819.580017,5183560000,819.580017
2015-08-24,862.77002,862.77002,809.570007,830.789978,6622690000,830.789978
2015-08-21,894.830017,894.830017,864.77002,864.77002,5018240000,864.77002
2015-08-20,913.640015,913.640015,895.200012,895.200012,3922470000,895.200012
2015-08-19,921.659973,922.340027,910.73999,914.47998,3512920000,914.47998
2015-08-18,924.849976,925.469971,921.090027,922.23999,2949990000,922.23999
2015-08-17,920.309998,925.22998,915.159973,924.97998,2867690000,924.97998
2015-08-14,917.330017,921.25,916.150024,920.75,2795590000,920.75
2015-08-13,919.140015,922.119995,915.289978,917.369995,3221300000,917.369995
2015-08-12,916.820007,920.210022,903.299988,918.969971,4269130000,918.969971
2015-08-11,927.280029,927.280029,914.400024,917.650024,3708880000,917.650024
2015-08-10,917.679993,928.099976,917.679993,927.469971,3514460000,927.469971
2015-08-07,918.900024,918.900024,911.650024,916.320007,3602320000,916.320007
2015-08-06,927.75,929.330017,916.530029,919.469971,4246570000,919.469971
2015-08-05,925.859985,933.039978,925.859985,927.25,3968680000,927.25
2015-08-04,928.309998,929.119995,923.059998,925.219971,3546710000,925.219971
2015-08-03,931.570007,932.390015,923.27002,928.590027,3476770000,928.590027
2015-07-31,936.099976,936.809998,930.440002,931.130005,3681340000,931.130005
2015-07-30,933.960022,935.679993,928.50,934.669983,3579410000,934.669983
2015-07-29,928.909973,936.359985,928.830017,934.780029,4038900000,934.780029
2015-07-28,917.960022,929.150024,917.960022,928.01001,4117740000,928.01001
2015-07-27,920.710022,920.710022,914.630005,916.650024,3836750000,916.650024
2015-07-24,931.309998,934.219971,920.340027,921.210022,3870040000,921.210022
2015-07-23,937.01001,938.00,929.719971,931.26001,3772810000,931.26001
2015-07-22,940.559998,940.679993,935.070007,937.159973,3694070000,937.159973
2015-07-21,945.130005,945.73999,939.51001,941.099976,3343690000,941.099976
2015-07-20,943.349976,947.849976,943.01001,945.609985,3245870000,945.609985
2015-07-17,940.97998,943.340027,939.50,943.27002,3362750000,943.27002
2015-07-16,932.25,939.049988,932.25,938.969971,3227080000,938.969971
2015-07-15,929.960022,933.820007,928.570007,930.780029,3261810000,930.780029
2015-07-14,925.48999,931.47998,924.609985,929.940002,3002120000,929.940002
2015-07-13,915.929993,925.700012,915.929993,925.26001,3096730000,925.26001
2015-07-10,903.169983,916.599976,903.169983,914.299988,3065070000,914.299988
2015-07-09,902.390015,913.23999,902.390015,902.710022,3446810000,902.710022
2015-07-08,914.059998,914.059998,900.049988,900.799988,3608780000,900.799988
2015-07-07,911.070007,916.73999,899.349976,915.559998,4458660000,915.559998
2015-07-06,912.669983,914.940002,905.650024,910.780029,3486360000,910.780029
2015-07-02,914.380005,917.469971,911.369995,913.77002,2996540000,913.77002
2015-07-01,909.789978,916.77002,909.789978,914.150024,3727260000,914.150024
2015-06-30,907.630005,913.179993,905.119995,908.26001,4078540000,908.26001
2015-06-29,923.609985,923.609985,905.690002,906.169983,3678960000,906.169983
2015-06-26,925.460022,928.880005,922.150024,925.070007,5025470000,925.070007
2015-06-25,928.969971,932.27002,925.190002,925.190002,3214610000,925.190002
2015-06-24,934.710022,935.859985,928.219971,928.219971,3102480000,928.219971
2015-06-23,933.52002,936.559998,932.789978,934.969971,3091190000,934.969971
2015-06-22,928.619995,936.690002,928.619995,933.429993,3030020000,933.429993
2015-06-19,933.070007,933.309998,927.309998,927.630005,4449810000,927.630005
2015-06-18,924.340027,935.48999,924.340027,933.159973,3520360000,933.159973
2015-06-17,922.570007,926.940002,918.929993,923.950012,3222240000,923.950012
2015-06-16,916.799988,923.039978,915.590027,922.22998,2919900000,922.22998
2015-06-15,920.469971,920.469971,911.619995,916.849976,3061570000,916.849976
2015-06-12,927.940002,927.940002,919.830017,921.47998,2719400000,921.47998
2015-06-11,927.22998,931.400024,927.22998,928.469971,3128600000,928.469971
2015-06-10,915.51001,928.450012,915.51001,926.900024,3414320000,926.900024
2015-06-09,914.309998,917.73999,911.150024,915.22998,3034580000,915.22998
2015-06-08,919.789978,920.070007,914.080017,914.390015,2917150000,914.390015
2015-06-05,921.98999,924.609985,917.969971,919.900024,3243690000,919.900024
2015-06-04,929.73999,930.210022,920.820007,922.159973,3200050000,922.159973
2015-06-03,927.570007,934.059998,927.570007,930.119995,3099980000,930.119995
2015-06-02,927.590027,931.02002,922.25,927.169983,3049350000,927.169983
2015-06-01,926.650024,931.530029,924.380005,928.159973,3011710000,928.159973
2015-05-29,932.400024,932.400024,925.169983,926.109985,3927390000,926.109985
2015-05-28,932.900024,933.150024,928.969971,932.52002,2980350000,932.52002
2015-05-27,924.820007,934.700012,924.820007,933.380005,3127960000,933.380005
2015-05-26,933.880005,933.880005,922.090027,924.549988,3342130000,924.549988
2015-05-22,936.640015,937.059998,934.080017,934.080017,2571860000,934.080017
2015-05-21,934.299988,938.440002,932.929993,936.799988,3070460000,936.799988
2015-05-20,935.320007,938.22998,932.609985,934.429993,3025880000,934.429993
2015-05-19,935.23999,937.429993,933.559998,935.369995,3296030000,935.369995
2015-05-18,932.380005,936.619995,931.969971,935.200012,2888190000,935.200012
2015-05-15,933.140015,934.039978,930.869995,933.119995,3092080000,933.119995
2015-05-14,923.049988,933.059998,923.049988,932.890015,3225740000,932.890015
2015-05-13,922.469971,927.27002,921.299988,922.409973,3374260000,922.409973
2015-05-12,924.27002,925.25,916.150024,922.429993,000,922.429993
2015-05-11,930.549988,931.26001,924.969971,925.299988,2992670000,925.299988
2015-05-08,918.72998,931.090027,918.72998,930.690002,3399440000,930.690002
2015-05-07,913.48999,919.52002,911.330017,917.169983,3676640000,917.169983
2015-05-06,919.349976,922.72998,907.97998,913.650024,3792210000,913.650024
2015-05-05,928.059998,929.099976,918.039978,918.539978,3793950000,918.539978
2015-05-04,926.98999,932.150024,926.98999,928.880005,3091580000,928.880005
2015-05-01,916.73999,926.099976,916.73999,926.090027,3379390000,926.090027
2015-04-30,925.609985,925.609985,912.789978,916.289978,4509680000,916.289978
2015-04-29,927.940002,929.460022,921.969971,926.179993,4074970000,926.179993
2015-04-28,925.349976,929.76001,920.039978,928.859985,3546270000,928.859985
2015-04-27,929.119995,932.650024,924.820007,925.599976,3438750000,925.599976
2015-04-24,924.450012,930.25,924.450012,928.530029,3375780000,928.530029
2015-04-23,922.72998,928.130005,920.429993,924.580017,3636670000,924.580017
2015-04-22,917.559998,923.890015,914.940002,922.849976,3348480000,922.849976
2015-04-21,919.900024,923.080017,915.789978,917.049988,3243410000,917.049988
2015-04-20,910.919983,920.75,910.919983,919.140015,3000160000,919.140015
2015-04-17,919.859985,919.859985,905.909973,909.869995,3627600000,909.869995
2015-04-16,921.090027,923.849976,918.98999,920.72998,3434120000,920.72998
2015-04-15,917.080017,923.780029,917.080017,921.390015,4013760000,921.390015
2015-04-14,914.840027,917.880005,910.690002,916.219971,3301270000,916.219971
2015-04-13,918.77002,921.599976,914.719971,914.719971,2908420000,914.719971
2015-04-10,912.590027,919.150024,912.590027,918.669983,3156200000,918.669983
2015-04-09,907.440002,913.640015,904.590027,912.619995,3172360000,912.619995
2015-04-08,906.460022,910.960022,903.900024,907.580017,3265330000,907.580017
2015-04-07,907.140015,912.080017,906.099976,906.26001,3065510000,906.26001
2015-04-06,900.429993,910.109985,896.01001,907.01001,3302970000,907.01001
2015-04-02,898.289978,903.080017,897.119995,901.099976,3095960000,901.099976
2015-04-01,902.109985,902.109985,893.22998,898.169983,3543270000,898.169983
2015-03-31,910.390015,910.390015,901.859985,901.98999,3376550000,901.98999
2015-03-30,901.51001,912.47998,901.51001,911.150024,2917690000,911.150024
2015-03-27,899.299988,901.799988,897.219971,900.190002,3008550000,900.190002
2015-03-26,901.299988,904.320007,894.580017,899.429993,3510670000,899.429993
2015-03-25,915.640015,917.780029,901.51001,901.51001,3521140000,901.51001
2015-03-24,921.169983,923.359985,915.72998,915.72998,3189820000,915.72998
2015-03-23,922.47998,925.659973,921.359985,921.369995,3267960000,921.369995
2015-03-20,915.25,926.039978,915.25,922.48999,5554120000,922.48999
2015-03-19,919.599976,919.72998,913.830017,914.820007,3305220000,914.820007
2015-03-18,909.070007,923.130005,903.119995,919.940002,4128210000,919.940002
2015-03-17,913.140015,913.140015,905.77002,909.580017,3221840000,909.580017
2015-03-16,902.179993,913.039978,902.179993,912.950012,3295600000,912.950012
2015-03-13,906.400024,906.469971,896.01001,901.48999,3498560000,901.48999
2015-03-12,896.340027,907.169983,896.299988,907.00,3405860000,907.00
2015-03-11,899.390015,901.859985,896.190002,896.429993,3406570000,896.429993
2015-03-10,914.650024,914.650024,899.27002,899.27002,3668900000,899.27002
2015-03-09,912.580017,918.22998,912.299988,915.869995,3349090000,915.869995
2015-03-06,924.159973,924.159973,910.109985,912.00,3853570000,912.00
2015-03-05,924.140015,926.159973,921.77002,924.219971,3103030000,924.219971
2015-03-04,923.77002,925.359985,922.469971,924.140015,3421110000,924.140015
2015-03-03,931.200012,931.200012,923.469971,927.679993,3262300000,927.679993
2015-03-02,925.950012,931.75,925.590027,931.75,3409490000,931.75
2015-02-27,928.73999,929.390015,925.179993,925.469971,3547380000,925.469971
2015-02-26,929.27002,929.599976,925.429993,928.73999,3408690000,928.73999
2015-02-25,930.200012,931.880005,927.47998,929.429993,3312340000,929.429993
2015-02-24,926.26001,931.390015,925.570007,930.210022,3199840000,930.210022
2015-02-23,926.48999,926.659973,923.099976,926.530029,3093680000,926.530029
2015-02-20,921.50,926.849976,915.679993,926.630005,3281600000,926.630005
2015-02-19,922.72998,923.409973,918.450012,921.340027,3247100000,921.340027
2015-02-18,924.570007,924.570007,920.580017,923.169983,3370020000,923.169983
2015-02-17,923.200012,925.109985,920.039978,924.97998,3361750000,924.97998
2015-02-13,919.820007,923.450012,919.049988,923.429993,3527450000,923.429993
2015-02-12,911.200012,919.690002,911.200012,919.690002,3788350000,919.690002
2015-02-11,909.789978,913.049988,905.98999,910.97998,3596860000,910.97998
2015-02-10,901.820007,910.72998,901.700012,909.72998,3669850000,909.72998
2015-02-09,903.280029,904.97998,898.52002,900.710022,3549540000,900.710022
2015-02-06,905.950012,911.289978,901.619995,904.059998,4232970000,904.059998
2015-02-05,897.630005,906.450012,897.630005,906.02002,3821990000,906.02002
2015-02-04,900.640015,903.179993,894.929993,897.119995,4141920000,897.119995
2015-02-03,888.76001,901.02002,888.76001,900.919983,4615900000,900.919983
2015-02-02,876.469971,888.51001,870.419983,888.309998,4008330000,888.309998
2015-01-30,886.179993,888.469971,875.090027,875.799988,4568650000,875.799988
2015-01-29,877.650024,888.02002,872.039978,886.359985,4127140000,886.359985
2015-01-28,890.02002,895.950012,877.440002,877.460022,4067530000,877.460022
2015-01-27,899.280029,899.280029,885.460022,888.98999,3329810000,888.98999
2015-01-26,902.630005,905.039978,898.419983,904.51001,3465760000,904.51001
2015-01-23,908.890015,908.969971,902.549988,903.140015,3573560000,903.140015
2015-01-22,895.650024,909.369995,891.880005,908.880005,4176050000,908.880005
2015-01-21,890.590027,897.580017,886.049988,894.50,3730070000,894.50
2015-01-20,890.330017,894.179993,883.22998,891.609985,3944340000,891.609985
2015-01-16,878.219971,890.280029,876.599976,889.799988,4056410000,889.799988
2015-01-15,888.330017,891.789978,877.690002,878.330017,4276720000,878.330017
2015-01-14,890.97998,890.97998,877.440002,887.359985,4378680000,887.359985
2015-01-13,896.669983,907.97998,886.359985,892.929993,4107300000,892.929993
2015-01-12,902.909973,904.929993,892.469971,895.23999,3456460000,895.23999
2015-01-09,910.690002,911.090027,899.400024,902.130005,3364140000,902.130005
2015-01-08,895.73999,911.070007,895.73999,909.869995,3934010000,909.869995
2015-01-07,885.099976,895.619995,885.099976,893.599976,3805480000,893.599976
2015-01-06,891.890015,895.669983,879.340027,883.960022,4460110000,883.960022
2015-01-05,905.570007,905.570007,889.820007,891.039978,3799120000,891.039978
2015-01-02,908.380005,914.460022,902.700012,907.50,2708700000,907.50
2014-12-31,918.609985,919.900024,908.00,908.380005,2606070000,908.380005
2014-12-30,921.409973,921.409973,917.530029,918.119995,2440280000,918.119995
2014-12-29,922.090027,924.22998,920.809998,922.190002,2452360000,922.190002
2014-12-26,920.359985,924.289978,920.359985,922.47998,1735230000,922.47998
2014-12-24,920.460022,922.210022,919.369995,919.369995,1416980000,919.369995
2014-12-23,919.830017,922.169983,919.039978,919.960022,3043950000,919.960022
2014-12-22,914.190002,918.780029,914.190002,918.570007,3369520000,918.570007
2014-12-19,911.369995,918.299988,910.140015,915.22998,6465530000,915.22998
2014-12-18,891.22998,911.52002,891.22998,911.51001,4703380000,911.51001
2014-12-17,872.039978,890.51001,872.039978,888.669983,4942370000,888.669983
2014-12-16,878.390015,892.26001,871.599976,871.679993,4958680000,871.679993
2014-12-15,886.929993,893.409973,876.73999,879.659973,4361990000,879.659973
2014-12-12,899.01001,899.900024,885.880005,885.880005,4157650000,885.880005
2014-12-11,898.159973,910.950012,898.159973,901.190002,3917950000,901.190002
2014-12-10,911.669983,911.669983,896.580017,897.619995,4114440000,897.619995
2014-12-09,911.539978,912.179993,900.119995,911.77002,3970150000,911.77002
2014-12-08,919.590027,919.590027,910.27002,912.97998,3800990000,912.97998
2014-12-05,918.080017,921.799988,917.429993,919.659973,3419620000,919.659973
2014-12-04,918.450012,920.090027,913.22998,917.75,3408340000,917.75
2014-12-03,917.210022,919.559998,916.140015,918.619995,3612680000,918.619995
2014-12-02,911.630005,917.619995,910.869995,916.580017,3686650000,916.580017
2014-12-01,915.51001,915.51001,908.429993,910.73999,4159010000,910.73999
2014-11-28,919.140015,919.52002,915.130005,916.23999,2504640000,916.23999
2014-11-26,915.330017,918.619995,915.299988,918.380005,2745260000,918.380005
2014-11-25,917.070007,918.700012,914.780029,915.23999,3392940000,915.23999
2014-11-24,915.409973,917.710022,915.320007,916.72998,3128060000,916.72998
2014-11-21,912.200012,918.460022,911.640015,914.780029,3916420000,914.780029
2014-11-20,907.690002,910.539978,905.150024,910.460022,3128290000,910.460022
2014-11-19,909.789978,910.099976,904.880005,908.799988,3390850000,908.799988
2014-11-18,906.640015,912.01001,906.280029,910.039978,3416190000,910.039978
2014-11-17,906.179993,907.380005,903.51001,906.580017,3152890000,906.580017
2014-11-14,906.76001,907.72998,904.570007,906.830017,3227130000,906.830017
2014-11-13,905.030029,909.539978,902.369995,906.400024,3455270000,906.400024
2014-11-12,904.359985,905.650024,901.950012,904.75,3246650000,904.75
2014-11-11,904.400024,905.690002,902.869995,905.169983,2958320000,905.169983
2014-11-10,901.650024,904.590027,900.150024,904.349976,3284940000,904.349976
2014-11-07,901.619995,902.47998,898.51001,901.570007,3704280000,901.570007
2014-11-06,897.580017,901.080017,894.219971,900.950012,3669770000,900.950012
2014-11-05,895.00,898.710022,893.76001,897.98999,3766590000,897.98999
2014-11-04,894.640015,895.01001,888.469971,893.690002,3956260000,893.690002
2014-11-03,895.710022,897.679993,893.289978,895.169983,3555440000,895.169983
2014-10-31,887.969971,895.840027,887.969971,895.789978,4292290000,895.789978
2014-10-30,879.940002,888.090027,877.570007,886.059998,3586150000,886.059998
2014-10-29,880.900024,884.830017,875.400024,881.169983,3740350000,881.169983
2014-10-28,873.340027,882.130005,873.340027,882.130005,3653260000,882.130005
2014-10-27,872.590027,873.559998,868.099976,872.23999,3538860000,872.23999
2014-10-24,867.01001,873.650024,865.809998,873.330017,3078380000,873.330017
2014-10-23,858.830017,872.460022,858.830017,867.599976,3789250000,867.599976
2014-10-22,862.409973,866.169983,857.140015,857.280029,3761930000,857.280029
2014-10-21,850.409973,863.25,850.409973,862.76001,3987090000,862.76001
2014-10-20,840.440002,848.179993,838.200012,847.669983,3331210000,847.669983
2014-10-17,830.219971,845.799988,830.219971,840.940002,4482120000,840.940002
2014-10-16,829.73999,835.869995,819.049988,829.719971,5073150000,829.719971
2014-10-15,839.059998,839.059998,814.140015,831.640015,6090800000,831.640015
2014-10-14,841.429993,849.570007,837.409973,840.039978,4812010000,840.039978
2014-10-13,853.159973,856.559998,840.27002,840.530029,4352580000,840.530029
2014-10-10,861.22998,867.00,853.299988,853.359985,4550540000,853.359985
2014-10-09,879.50,879.50,861.960022,862.580017,4324020000,862.580017
2014-10-08,864.820007,880.619995,860.340027,879.890015,4441890000,879.890015
2014-10-07,877.090027,877.090027,864.590027,864.719971,3687870000,864.719971
2014-10-06,879.559998,883.400024,875.099976,878.090027,3358690000,878.090027
2014-10-03,869.669983,880.150024,869.669983,878.77002,3561320000,878.77002
2014-10-02,869.219971,871.75,860.780029,869.070007,4012510000,869.070007
2014-10-01,880.869995,880.869995,867.48999,869.359985,4188590000,869.359985
2014-09-30,882.599976,886.469971,879.679993,881.25,3951100000,881.25
2014-09-29,883.849976,884.140015,876.570007,882.369995,3094440000,882.369995
2014-09-26,877.440002,886.640015,877.440002,885.25,2929440000,885.25
2014-09-25,892.419983,892.419983,877.460022,877.460022,3273050000,877.460022
2014-09-24,886.51001,893.320007,884.059998,892.72998,3313850000,892.72998
2014-09-23,890.400024,891.469971,886.299988,886.299988,3279350000,886.299988
2014-09-22,896.630005,896.630005,889.450012,891.090027,3349670000,891.090027
2014-09-19,896.909973,900.429993,895.549988,897.090027,4880220000,897.090027
2014-09-18,892.159973,896.880005,892.159973,896.47998,3235340000,896.47998
2014-09-17,890.099976,895.51001,887.75,891.669983,3209420000,891.669983
2014-09-16,882.200012,891.400024,880.75,889.950012,3160310000,889.950012
2014-09-15,883.450012,884.52002,880.200012,883.409973,2776530000,883.409973
2014-09-12,886.98999,886.98999,880.679993,883.070007,3206570000,883.070007
2014-09-11,885.530029,887.380005,882.150024,887.289978,2941690000,887.289978
2014-09-10,882.320007,887.169983,880.549988,886.710022,2912430000,886.710022
2014-09-09,887.51001,888.369995,880.460022,882.340027,2882830000,882.340027
2014-09-08,890.419983,890.419983,885.26001,887.72998,2789090000,887.72998
2014-09-05,886.469971,890.47998,882.559998,890.47998,2818300000,890.47998
2014-09-04,887.890015,892.210022,883.780029,886.179993,3072410000,886.179993
2014-09-03,888.77002,891.630005,886.169983,887.50,2809980000,887.50
2014-09-02,889.140015,890.039978,885.080017,888.47998,2819980000,888.47998
2014-08-29,887.320007,889.109985,885.469971,889.080017,2259130000,889.080017
2014-08-28,887.609985,887.609985,884.460022,886.609985,2282400000,886.609985
2014-08-27,888.580017,889.429993,886.969971,888.719971,2344350000,888.719971
2014-08-26,887.440002,890.47998,887.440002,888.409973,2451950000,888.409973
2014-08-25,884.23999,889.080017,884.23999,887.169983,2233880000,887.169983
2014-08-22,884.849976,885.580017,881.539978,882.789978,2301860000,882.789978
2014-08-21,881.450012,886.02002,881.450012,884.809998,2638920000,884.809998
2014-08-20,879.130005,882.26001,877.859985,881.289978,2579380000,881.289978
2014-08-19,876.109985,880.169983,876.109985,879.719971,2656430000,879.719971
2014-08-18,869.599976,875.849976,869.599976,875.669983,2638160000,875.669983
2014-08-15,870.119995,872.27002,862.059998,868.27002,3023380000,868.27002
2014-08-14,865.640015,868.75,865.409973,868.73999,2609460000,868.73999
2014-08-13,860.169983,866.02002,860.169983,865.419983,2718020000,865.419983
2014-08-12,859.710022,861.51001,856.820007,859.299988,2611700000,859.299988
2014-08-11,858.77002,863.349976,858.77002,860.200012,2784890000,860.200012
2014-08-08,849.140015,858.23999,848.26001,857.890015,2902280000,857.890015
2014-08-07,854.539978,857.179993,846.840027,849.099976,3230520000,849.099976
2014-08-06,852.340027,856.849976,849.780029,853.539978,3539150000,853.539978
2014-08-05,861.01001,861.01001,850.150024,853.280029,3462520000,853.280029
2014-08-04,856.190002,863.880005,854.549988,861.97998,3072920000,861.97998
2014-08-01,858.460022,861.22998,852.080017,855.450012,3789660000,855.450012
2014-07-31,874.809998,874.809998,858.840027,858.840027,4193000000,858.840027
2014-07-30,877.820007,880.530029,873.150024,876.780029,3448250000,876.780029
2014-07-29,880.530029,883.080017,876.580017,876.580017,3183300000,876.580017
2014-07-28,879.77002,881.349976,874.799988,880.200012,2803320000,880.200012
2014-07-25,882.669983,882.669983,877.880005,879.880005,2638960000,879.880005
2014-07-24,884.969971,886.27002,883.580017,884.51001,3203530000,884.51001
2014-07-23,883.590027,885.859985,882.530029,884.48999,2869720000,884.48999
2014-07-22,878.619995,883.320007,878.619995,882.390015,2890480000,882.390015
2014-07-21,879.130005,879.130005,874.22998,877.76001,2611160000,877.76001
2014-07-18,872.52002,880.289978,872.210022,879.48999,3106060000,879.48999
2014-07-17,880.330017,881.01001,869.429993,870.690002,3381680000,870.690002
2014-07-16,877.909973,881.25,877.909973,880.450012,3390950000,880.450012
2014-07-15,877.159973,879.530029,872.140015,875.76001,3328740000,875.76001
2014-07-14,872.570007,877.960022,872.570007,876.98999,2744920000,876.98999
2014-07-11,871.02002,872.340027,868.380005,871.900024,2684630000,871.900024
