params1,params2,params3,params4
1.5,1.99,0.001,5
50,1.99,0.001,5
20.0211059570312,1.99,0.001,5
50,1.96899103928538,0.00635340730778904,5
26.1909502769225,1.99,0.00592362939868793,5
6.27417173709616,1.99,0.00230958914141362,5
6.96225633116923,1.99,0.00265881019521922,5
7.75138919333905,1.99,0.001,5
9.988037109375,1.99,0.001,5
8.229248046875,1.99,0.001,5
